Title,Description,Issue ID,URL,State,Author,Author Username,Assignee,Assignee Username,Confidential,Locked,Due Date,Created At (UTC),Updated At (UTC),Closed At (UTC),Milestone,Weight,Labels,Time Estimate,Time Spent,Epic ID,Epic Title
FEA021 Test case,"# Test case for FEA021


| | |
|:-:|:-:|
| Test Case description | Test cases for FEA021 requirements |
| Test Case ID | 004 |
| Author/Designer | tester1 | 
| Date of creation | 18.2.2025 |

**Test description / objective**

Make sure CI/CD pipeline works for all features

**Links to requirements or other sources**

* Requirements: [ReqId](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/requirement-specification/)   
* Use case: [Use Case](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/templates/template-usecase/)
* Feature: [Feature](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/FEA021/)

**Test pre-state**
* CI/CD pipeline setup for all features

**Test steps**

1. Deploy code
2. Expect it to go to production immediately
3. Expect tests to run automatically
4. Expect software to be deployed to different environments

**Test end-state**

After the test is done, it can be validated that the feature is implemented and works

**To be taken into account during test**


**Test result (Pass/Fail Criteria)**


* PASS condition:
    - All of the above expectations happen
* FAIL condition:
    - At least one of the above expectations fail",77,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/77,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:48,2025-03-20 14:23:02,,,,Test Case::Idea,0,0,,
FEA022 Test case,"# Test case for FEA022


| | |
|:-:|:-:|
| Test Case description | Test cases for FEA022 requirements |
| Test Case ID | 006 |
| Author/Designer | tester1 | 
| Date of creation | 18.2.2025 |

**Test description / objective**

Makes sure rollback works, testing quickly works, failed builds sends notifications

**Links to requirements or other sources**

* Requirements: [ReqId](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/requirement-specification/)   
* Use case: [Use Case](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/templates/template-usecase/)
* Feature: [Feature](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/FEA022/)

**Test pre-state**
* All of the above functionalities are set up

**Test steps**

1. Deploy something
2. Try to rollback
3. Expect the deployment to be rolled back
4. Try to trigger one of the automated tests
5. Expect it to run
6. Deploy a build that should fail
7. Expect a notification about the failure

**Test end-state**

After the test is done, it can be validated that the feature is implemented and works

**To be taken into account during test**

* Should be careful to not rollback something important

**Test result (Pass/Fail Criteria)**


* PASS condition:
    - All of the above expectations happen
* FAIL condition:
    - At least one of the above expectations fail",78,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/78,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:48,2025-03-20 14:23:02,,,,Test Case::Idea,0,0,,
FEA031 Test case,"# Test case for FEA031


| | |
|:-:|:-:|
| Test Case description | Test cases for FEA031 requirements |
| Test Case ID | 007 |
| Author/Designer | tester1 | 
| Date of creation | 18.2.2025 |

**Test description / objective**

Makes sure the owner can see analytics on store's performances

**Links to requirements or other sources**

* Requirements: [ReqId](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/requirement-specification/)   
* Use case: [Use Case](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/templates/template-usecase/)
* Feature: [Feature](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/FEA031/)

**Test pre-state**
* All of the above functionalities are set up

**Test steps**

1. Try to hinder store's performance
2. Expect the analytics to reflect on that

**Test end-state**

After the test is done, it can be validated that the feature is implemented and works

**To be taken into account during test**

**Test result (Pass/Fail Criteria)**


* PASS condition:
    - All of the above expectations happen
* FAIL condition:
    - At least one of the above expectations fail",79,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/79,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:49,2025-03-20 14:23:02,,,,Test Case::Idea,0,0,,
FEA032 Test cases,"# Test case for FEA032


| | |
|:-:|:-:|
| Test Case description | Test cases for FEA032 requirements |
| Test Case ID | 008 |
| Author/Designer | tester1 | 
| Date of creation | 18.2.2025 |

**Test description / objective**

Makes sure API works, custom applications and services works

**Links to requirements or other sources**

* Requirements: [ReqId](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/requirement-specification/)   
* Use case: [Use Case](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/templates/template-usecase/)
* Feature: [Feature](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/FEA032/)

**Test pre-state**
* All of the above functionalities are set up

**Test steps**

1. Integrate custom application
2. Expect it to work as expected
3. Try to call something from the API
4. Expect it to response with the expected values

**Test end-state**

After the test is done, it can be validated that the feature is implemented and works

**To be taken into account during test**


**Test result (Pass/Fail Criteria)**


* PASS condition:
    - All of the above expectations happen
* FAIL condition:
    - At least one of the above expectations fail",80,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/80,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:49,2025-03-20 14:23:03,,,,Test Case::Idea,0,0,,
FEA063 Test case,"# Test case for FEA063


| | |
|:-:|:-:|
| Test Case description | Test cases for FEA063 requirements |
| Test Case ID | 009 |
| Author/Designer | tester1 | 
| Date of creation | 18.2.2025 |

**Test description / objective**

Makes sure tests run automatically

**Links to requirements or other sources**

* Requirements: [ReqId](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/requirement-specification/)   
* Use case: [Use Case](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/templates/template-usecase/)
* Feature: [Feature](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/FEA063/)

**Test pre-state**

* Test automation is integrated into the CI/CD pipeline

**Test steps**

1. Push code with bugs
2. Expect test to automatically run
3. Expect the test to fail and report back

**Test end-state**

After the test is done, it can be validated that the feature is implemented and works

**To be taken into account during test**

**Test result (Pass/Fail Criteria)**


* PASS condition:
    - All of the above expectations happen
* FAIL condition:
    - At least one of the above expectations fail",81,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/81,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:49,2025-03-20 14:23:03,,,,Test Case::Idea,0,0,,
FEA067 Test case,"# Test case for FEA067


| | |
|:-:|:-:|
| Test Case description | Test cases for FEA067 requirements |
| Test Case ID | 010 |
| Author/Designer | tester1 | 
| Date of creation | 18.2.2025 |

**Test description / objective**

Makes sure test automation cases work

**Links to requirements or other sources**

* Requirements: [ReqId](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/requirement-specification/)   
* Use case: [Use Case](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/templates/template-usecase/)
* Feature: [Feature](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/FEA067/)

**Test pre-state**
* All of the above functionalities are set up

**Test steps**

1. Have a broken feature
2. Run Robot Framework code
3. Expect test to report back

**Test end-state**

After the test is done, it can be validated that the feature is implemented and works

**To be taken into account during test**


**Test result (Pass/Fail Criteria)**


* PASS condition:
    - Robot Framework is in use
    - It works
* FAIL condition:
    - Robot Framework code fails",82,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/82,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:49,2025-03-20 14:23:03,,,,Test Case::Idea,0,0,,
FEA086 Test case,"# Test case for FEA086


| | |
|:-:|:-:|
| Test Case description | Test cases for FEA086 requirements |
| Test Case ID | 011 |
| Author/Designer | tester1 | 
| Date of creation | 18.2.2025 |

**Test description / objective**

Makes sure regression tests work

**Links to requirements or other sources**

* Requirements: [ReqId](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/requirement-specification/)   
* Use case: [Use Case](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/templates/template-usecase/)
* Feature: [Feature](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/FEA086/)

**Test pre-state**

* Regression testing is setup

**Test steps**

1. Have someone break an old feature
2. Expect regression test to find out that its broken

**Test end-state**

After the test is done, it can be validated that the feature is implemented and works

**To be taken into account during test**

**Test result (Pass/Fail Criteria)**


* PASS condition:
    - All of the above expectations happen
* FAIL condition:
    - At least one of the above expectations fail",83,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/83,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:49,2025-03-20 14:23:03,,,,Test Case::Idea,0,0,,
FEA181 Test case,"# Test case for FEA181


| | |
|:-:|:-:|
| Test Case description | Test cases for FEA181 requirements |
| Test Case ID | 012 |
| Author/Designer | tester1 | 
| Date of creation | 18.2.2025 |

**Test description / objective**

Makes sure tracking sales is possible

**Links to requirements or other sources**

* Requirements: [ReqId](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/requirement-specification/)   
* Use case: [Use Case](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/templates/template-usecase/)
* Feature: [Feature](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/FEA181./)

**Test pre-state**

* All of the above functionalities are set up

**Test steps**

1. Simulate a lot of people buying a lot of different products
2. Expect statistics to be shown to the owner

**Test end-state**

After the test is done, it can be validated that the feature is implemented and works

**To be taken into account during test**


**Test result (Pass/Fail Criteria)**


* PASS condition:
    - All of the above expectations happen
* FAIL condition:
    - At least one of the above expectations fail",84,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/84,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:50,2025-03-20 14:23:03,,,,Test Case::Idea,0,0,,
FEA182 Test case,"# Test case for FEA182


| | |
|:-:|:-:|
| Test Case description | Test cases for FEA182 requirements |
| Test Case ID | 013 |
| Author/Designer | tester1 | 
| Date of creation | 18.2.2025 |

**Test description / objective**

Makes sure shop owner gets insight on why customers cancel shopping

**Links to requirements or other sources**

* Requirements: [ReqId](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/requirement-specification/)   
* Use case: [Use Case](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/templates/template-usecase/)
* Feature: [Feature](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/FEA182/)

**Test pre-state**
* All of the above functionalities are set up

**Test steps**

1. Simulate a lot of people adding stuff to cart
2. Have them cancel their shopping carts at random times
3. Expect insights to shop owner

**Test end-state**

After the test is done, it can be validated that the feature is implemented and works

**To be taken into account during test**


**Test result (Pass/Fail Criteria)**


* PASS condition:
    - All of the above expectations happen
* FAIL condition:
    - At least one of the above expectations fail",85,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/85,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:50,2025-03-20 14:23:03,,,,Test Case::Idea,0,0,,
FEA183 Test case,"# Test case for FEA183


| | |
|:-:|:-:|
| Test Case description | Test cases for FEA183 requirements |
| Test Case ID | 014 |
| Author/Designer | tester1 | 
| Date of creation | 18.2.2025 |

**Test description / objective**

Makes sure owner gets information on when sales happen

**Links to requirements or other sources**

* Requirements: [ReqId](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/requirement-specification/)   
* Use case: [Use Case](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/templates/template-usecase/)
* Feature: [Feature](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/FEA183/)

**Test pre-state**

* All of the above functionalities are set up

**Test steps**

1. Simulate a lot of people buying stuff at a different time
2. Expect accurate analytics

**Test end-state**

After the test is done, it can be validated that the feature is implemented and works

**To be taken into account during test**


**Test result (Pass/Fail Criteria)**


* PASS condition:
    - All of the above expectations happen
* FAIL condition:
    - At least one of the above expectations fail",86,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/86,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:50,2025-03-20 14:23:03,,,,Test Case::Idea,0,0,,
FEA217 Test case,"# Test case for FEA217


| | |
|:-:|:-:|
| Test Case description | Test cases for FEA217 requirements |
| Test Case ID | 015 |
| Author/Designer | tester1 | 
| Date of creation | 18.2.2025 |

**Test description / objective**

Makes sure tests are being ran when new content is being pushed into the docker CI/CD pipeline

**Links to requirements or other sources**

* Requirements: [ReqId](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/requirement-specification/)   
* Use case: [Use Case](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/templates/template-usecase/)
* Feature: [Feature](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/FEA217/)

**Test pre-state**

* All of the above functionalities are set up

**Test steps**

1. Push content into CI/CD pipeline
2. Expect tests to automatically run

**Test end-state**

After the test is done, it can be validated that the feature is implemented and works

**To be taken into account during test**


**Test result (Pass/Fail Criteria)**


* PASS condition:
    - All of the above expectations happen
* FAIL condition:
    - At least one of the above expectations fail",87,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/87,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:50,2025-03-20 14:23:03,,,,Test Case::Idea,0,0,,
"US022: As a system administrator, I want to be able to quickly and easily roll back a deployment in case of issues, so that the service availability is minimally impacted","# Description:

* Topic text:  __USER STORY: As a < type of user >, I want < some goal > so that < some reason >__
* Update Issue topic according your story
* Do priorization and weight setting with a team
* Describe a need from customer point of view. 
* Why this is needed? 

## Linked Requirements & Use Cases? 

* [Link to the feature](https://gitlab.labranet.jamk.fi/groups/Replace-with-your-repository/-/epics/31)

* [Link to requirements]()
* [Link to Use Case]()
* [Link to other material]

*Current [Definition of Done]()*

- [ ] Implemented
- [ ] Pair Reviewed
- [ ] Tested
- [ ] Documents updated
- [ ] ? other


## Acceptance Criterias

- [ ] Check if...
- [ ] Check also...
- [ ] Check if...
- [ ] Check if... test case [Link to test case]()
- [ ] Check if...",88,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/88,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:51,2025-03-20 14:19:26,,Sprint 05 - Gate 2,,user story::proposed,0,0,,
US022: Easy rollback,"**Verify test case**

* Test case designer: tester1
* Date of creation 11.3.2025

**Test description / objective**

Makes sure rollback works

**Links to requirements or other sources**

* Requirements: [ReqId](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/requirement-specification/)
* Use case: [Use Case](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/templates/template-usecase/)
* Feature: [Feature](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/FEA022/)

**Test pre-state**

* All of the above functionalities are set up

**Test steps**

1. Deploy something
2. Try to rollback
3. Expect the deployment to be rolled back

**Test end-state**

After the test is done, it can be validated that the feature is implemented and works

**To be taken into account during test**

* Should be careful to not rollback something important

**Test result (Pass/Fail Criteria)**

* PASS condition:
  * All of the above expectations happen
* FAIL condition:
  * At least one of the above expectations fail",89,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/89,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:51,2025-03-20 14:19:27,,Sprint 05 - Gate 2,,user story::proposed,0,0,,
Prepare personal LinkedIn message!,"# General task

Describe what should be done?

1. prepare a personal post for LinkedIn which will be sent before End Seminar Day
2. More guides at: https://wimma-capstone.pages.labranet.jamk.fi/support-material/7.%20GEN/COMMUNICATION/make-you-visible/
3. ..

**Who should work for this?**


**Checklist as a starter**

- [ ] Do X
- [ ] Do Y",90,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/90,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:51,2025-03-20 14:26:27,,Sprint 05 - Gate 2,,task::general,0,0,,
Prepare for status check in S5-G2 !!,"# General task

* We arrange ""Status Check"" at the end of sprint 5.
* I hope we could invite a customer or other company representative

At Status Check we will check through:

Teams update status, hours, roadmap We are selecting 2-3 teams for status check and discuss through the current situation

No Panic! This is training for future :)

Check list: https://zzpp0920.pages.labranet.jamk.fi/en-2025/3.%20Project%20Phases/GATE2%20-%20Implement%2BTest/GATE2-review/

**Who should work for this?**


**Checklist as a starter**

- [ ] Do X
- [ ] Do Y",91,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/91,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:51,2025-03-20 14:21:44,,Sprint 05 - Gate 2,,task::general,0,0,,
Make sure you are ready to introduce your team + show demo,"# General task

Describe what should be done?

1. Check you team specific links https://zzpp0920.pages.labranet.jamk.fi/en2024/Official%20events/demo-day/
2. Update Current Status
3. Make sure all team members are available to introduce them selfs
4. All teams will have on ZOOM Sub Channel to arrange demo
5. All teams will visit four other teams to make sure
6. Share Linked In message!!!

**Who should work for this?**


**Checklist as a starter**

- [ ] Do X
- [ ] Do Y",92,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/92,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:51,2025-03-20 14:21:44,,Sprint 05 - Gate 2,,task::general,0,0,,
US092: As a service provider we need to enable HTTPS,"# Description:

* Topic text:  __USER STORY: As a < type of user >, I want < some goal > so that < some reason >__
* Update Issue topic according your story
* Do priorization and weight setting with a team
* Describe a need from customer point of view. 
* Why this is needed? 

## Linked Requirements & Use Cases? 

* [Link to the Feature](https://gitlab.labranet.jamk.fi/groups/Replace-with-your-repository/-/epics/30)

* [Link to requirements]()
* [Link to Use Case]()
* [Link to other material]

*Current [Definition of Done]()*

- [ ] Implemented
- [ ] Pair Reviewed
- [ ] Tested
- [ ] Documents updated
- [ ] ? other


## Acceptance Criterias

- [ ] Check if...
- [ ] Check also...
- [ ] Check if...
- [ ] Check if... test case [Link to test case]()
- [ ] Check if...",93,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/93,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:51,2025-03-20 14:19:27,,Sprint 05 - Gate 2,,user story::proposed,0,0,,
US092: HTTPS enabled,"**Verify test case**

* Test case designer: tester1
* Date of creation 7.3.2025


**Test description / objective**

This test case should verify that HTTPS is enabled

**Links to requirements or other sources**

* Requirements: [ReqId](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/requirement-specification/)
* Use case: [Use Case](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/templates/template-usecase/)
* Feature: [Feature](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/FEA002/)

**Test pre-state**

* Start

**Test steps**

1. Check that the site URL starts with ""HTTPS""

**Test end-state**

After the test is done, it can be validated that the feature works or doesn't work as intended

**Test result (Pass/Fail Criteria)**

* PASS condition:
  * HTTPS at the start of URL
* FAIL condition:
  * URL does not start with HTTPS",94,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/94,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:52,2025-03-20 14:19:27,,Sprint 05 - Gate 2,,user story::proposed,0,0,,
"US121: As a developer, I want to create a password reset fuction, so that users can regain access if they forget their password.","# Description:

* Topic text:  __USER STORY: As a < type of user >, I want < some goal > so that < some reason >__
* Update Issue topic according your story
* Do priorization and weight setting with a team
* Describe a need from customer point of view. 
* Why this is needed? 

## Linked Requirements & Use Cases? 

* [Link to the Feature](https://gitlab.labranet.jamk.fi/groups/Replace-with-your-repository/-/epics/30)

* [Link to requirements]()
* [Link to Use Case]()
* [Link to other material]

*Current [Definition of Done]()*

- [ ] Implemented
- [ ] Pair Reviewed
- [ ] Tested
- [ ] Documents updated
- [ ] ? other


## Acceptance Criterias

- [ ] Check if...
- [ ] Check also...
- [ ] Check if...
- [ ] Check if... test case [Link to test case]()
- [ ] Check if...",95,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/95,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:52,2025-03-20 14:19:00,,Sprint 05 - Gate 2,,user story::proposed,0,0,,
US121: Password reset function,"**Verify test case**

* Test case designer: tester1
* Date of creation 7.3.2025

**Test description / objective**

This test case should verify that password can be reset

**Links to requirements or other sources**

* Requirements: [ReqId](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/requirement-specification/)
* Use case: [Use Case](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/templates/template-usecase/)
* Feature: [Feature](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/FEA002/)

**Test pre-state**

* Start

**Test steps**

1. Press reset password button
2. Expect email with link to reset password
3. Enter new password
4. Try to login with old password
5. Expect fail
6. Try to login with new password
7. Expect success

**Test end-state**

After the test is done, it can be validated that the feature works or doesn't work as intended

**To be taken into account during test**

* Resetting the password must only be available to the actual owner of the account
* Email link should expire after a certain amount of time

**Test result (Pass/Fail Criteria)**

* PASS condition:
  * Reset password works
* FAIL condition:
  * The new password doesn't work",96,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/96,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:52,2025-03-20 14:19:00,,Sprint 05 - Gate 2,,user story::proposed,0,0,,
"US076: As a service provider, I want to implement an effective system for generating detailed sales reports so that store owners can easily access and use this data for business analysis","# Description:

* Topic text:  __USER STORY: As a < type of user >, I want < some goal > so that < some reason >__
* Update Issue topic according your story
* Do priorization and weight setting with a team
* Describe a need from customer point of view. 
* Why this is needed? 

## Linked Requirements & Use Cases? 

* [Link to the Feature](https://gitlab.labranet.jamk.fi/groups/Replace-with-your-repository/-/epics/43)

* [Link to requirements]()
* [Link to Use Case]()
* [Link to other material]

*Current [Definition of Done]()*

- [ ] Implemented
- [ ] Pair Reviewed
- [ ] Tested
- [ ] Documents updated
- [ ] ? other


## Acceptance Criterias

- [ ] Check if...
- [ ] Check also...
- [ ] Check if...
- [ ] Check if... test case [Link to test case]()
- [ ] Check if...",97,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/97,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:52,2025-03-20 14:19:26,,Sprint 05 - Gate 2,,user story::proposed,0,0,,
US076: Sales report generating,"**Verify test case**

* Test case designer: tester1
* Date of creation 7.3.2025

**Test description / objective**

This test case should verify that reports from sales are being generated

**Links to requirements or other sources**

* Requirements: [ReqId](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/requirement-specification/)
* Use case: [Use Case](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/templates/template-usecase/)
* Feature: [Feature](https://replace_this_with_your_gitlab_page_link.pages.labranet.jamk.fi/core/20-Requirement-management/FEA004/)

**Test pre-state**

* Data gathering

**Test steps**

1. Multiple accounts should be simulated going to the store and doing different things
2. Check that reports are being generated

**Test end-state**

After the test is done, it can be validated that the feature is implemented and works

**To be taken into account during test**

* There should be no performance issues due to the feature

**Test result (Pass/Fail Criteria)**

* PASS condition:
  * Reports are being generated
* FAIL condition:
  * No reports",98,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/98,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:52,2025-03-20 14:19:24,,Sprint 05 - Gate 2,,user story::proposed,0,0,,
Propose media + image for End Seminar Page.,"# General task

I hope we can find a image for end seminar invitation page

1. Propose image at #social-media channel on discord
2. Give upvotes for good ones
3. I will replace image before Friday

Invitation and current (Rocket image)

https://zzpp0920.pages.labranet.jamk.fi/en-2025/3.%20Project%20Phases/GATE4%20-%20Delivery%20Day/end-seminar-day/

**Who should work for this?**


**Checklist as a starter**

- [ ] Do X
- [ ] Do Y",99,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/99,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:53,2025-03-20 14:21:44,,Backlog,,task::general,0,0,,
Remember Sustainable Studies!!,Try to progress with Moodle course about Sustainable Studies!,100,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/100,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:53,2025-03-20 14:21:44,,,,task::general,0,0,,
Update Learning Diary,Please update your learning diary!,101,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/101,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:53,2025-03-20 14:21:44,,,,task::general,0,0,,
Save the Robot Framework regression test prepared for the product in the form of a video,"",102,https://gitlab.labranet.jamk.fi/jamkit/project-templates/opf-tt00cd82-core-template-20032025-v3/-/issues/102,Open,project_manager1,narsu,"","",No,No,,2025-03-20 08:52:53,2025-03-20 14:21:44,,,,task::general,0,0,,
